馃嚚馃嚦鈥㈡璧�,#genre#
鍝堝皵婊ㄨ祫璁�,http://39.134.65.149/PLTV/88888888/224/3221225697/1.m3u8?zheild
鍝堝皵婊ㄨ祫璁�,http://39.134.65.151/PLTV/88888888/224/3221225697/1.m3u8?zheild
鍝堝皵婊ㄧ敓娲�,http://39.134.65.151/PLTV/88888888/224/3221225698/1.m3u8?zheild
鍝堝皵婊ㄧ敓娲�,http://39.134.65.149/PLTV/88888888/224/3221225698/1.m3u8?zheild
鍝堝皵婊ㄥū涔�,http://39.134.65.151/PLTV/88888888/224/3221225699/1.m3u8
鍝堝皵婊ㄥū涔�,http://39.134.65.149/PLTV/88888888/224/3221225699/1.m3u8?zheild
澶у簡鏂伴椈缁煎悎,http://39.134.65.151/PLTV/88888888/224/3221225736/1.m3u8?zheild
澶у簡鏂伴椈缁煎悎,http://39.134.65.149/PLTV/88888888/224/3221225736/1.m3u8?zheild
澶у簡鍏叡,http://39.134.65.149/PLTV/88888888/224/3221225734/1.m3u8?zheild
澶у簡鍏叡,http://39.134.65.151/PLTV/88888888/224/3221225734/1.m3u8?zheild
浼婃槬缁煎悎,http://live.yichuntv.com/e5d7b4b95cf849d79fa3964431dca1f3/h264_800k_ts/index.m3u8?type=flv2hls_m3u8?zheild
浼婃槬鍏叡,http://live.yichuntv.com/1501fae792774811b2cd1366a078e666/h264_800k_ts/index.m3u8?type=flv2hls_m3u8?zheild
楣ゅ矖鏂伴椈缁煎悎,http://39.134.65.149/PLTV/88888888/224/3221225785/1.m3u8?zheild
楣ゅ矖鏂伴椈缁煎悎,http://39.134.65.151/PLTV/88888888/224/3221225785/1.m3u8?zheild
楣ゅ矖鏂伴椈缁煎悎,http://39.134.65.141/PLTV/88888888/224/3221225785/1.m3u8?zheild
楣ゅ矖鏂伴椈缁煎悎,http://39.134.65.145/PLTV/88888888/224/3221225785/1.m3u8?zheild
楣ゅ矖鏂伴椈缁煎悎,http://39.134.65.143/PLTV/88888888/224/3221225785/1.m3u8?zheild
楣ゅ矖鍏叡棰戦亾,http://39.134.65.151/PLTV/88888888/224/3221225787/1.m3u8?zheild
楣ゅ矖鍏叡棰戦亾,http://39.134.65.149/PLTV/88888888/224/3221225787/1.m3u8?zheild
楣ゅ矖鍏叡棰戦亾,http://39.134.65.145/PLTV/88888888/224/3221225787/1.m3u8?zheild
涓冨彴娌虫柊闂荤患鍚�,http://39.134.65.149/PLTV/88888888/224/3221225783/1.m3u8?zheild
涓冨彴娌虫柊闂荤患鍚�,http://39.134.65.151/PLTV/88888888/224/3221225783/1.m3u8?zheild
涓冨彴娌冲叕鍏�,http://39.134.65.149/PLTV/88888888/224/3221225800/1.m3u8?zheild
浣虫湪鏂柊闂荤患鍚�,http://39.134.65.151/PLTV/88888888/224/3221225993/1.m3u8?zheild
浣虫湪鏂柊闂荤患鍚�,http://39.134.65.149/PLTV/88888888/224/3221225993/1.m3u8?zheild
钀濆寳缁煎悎,http://juyunlive.juyun.tv/live/65887157.m3u8?zheild
瀵岃缁煎悎,http://221.209.44.174:1980/hls/1001.m3u8?zheild
鐢樺崡鍘跨患鍚�,http://player.juyun.tv/camera/65362146.m3u8?zheild
涓冨彴娌崇熆鍖虹數瑙嗗彴,http://p4.weizan.cn/1275348489/398654743195260966/live.m3u8?zheild

馃嚚馃嚦鈥㈣窘瀹�,#genre#
杈藉畞,http://39.135.32.10:6610/000000001000/HD-8000k-1080P-liaoningstv/1.m3u8?IASHttpSessionId=OTT?zliaond
涓逛笢鏂伴椈缁煎悎,http://pili-live-hdl.zhdd.tianma3600.com/zhddgbds/dspd1.m3u8?zliaond
鏈濋槼鏂伴椈缁煎悎,https://play.cytv01.cygbdst.com/live/cyxwtv.m3u8?zliaond
鏈濋槼鏁欒偛,https://play.cytv01.cygbdst.com/live/jypdtv.m3u8?zliaond
杈藉畞鍖楁柟,http://42.176.185.28:9901/tsfile/live/1011_1.m3u8?zliaond

馃嚚馃嚦鈥㈠唴钂�,#genre#
鍐呰挋鍙�,http://39.135.32.10:6610/000000001000/SD-4000k-576P-neimenggustv/1.m3u8?IASHttpSessionId=OTT?zneimd
鍛煎拰娴╃壒鏂伴椈缁煎悎,http://cdnpull.0471tv.org.cn/live/test1.m3u8?zneimd
鍛煎拰娴╃壒閮藉競鐢熸椿,http://cdnpull.0471tv.org.cn/live/test2.m3u8?zneimd
鍛煎拰娴╃壒褰卞ū涔�,http://cdnpull.0471tv.org.cn/live/test.m3u8?zneimd
閯傚皵澶氭柉鏂伴椈缁煎悎,http://live.erdszs.org.cn/lsdream/h2mxgj4/1000/live.m3u8?zneimd
閯傚皵澶氭柉缁忔祹鏈嶅姟,http://live.erdszs.org.cn/lsdream/ogvfqcp/1000/live.m3u8?zneimd
閯傚皵澶氭柉鍩庡競鐢熸椿,http://live.erdszs.org.cn/lsdream/726npBZ/1000/live.m3u8?zneimd
閯傚皵澶氭柉钂欒缁煎悎,http://live.erdszs.org.cn/lsdream/3lZr8dK/1000/live.m3u8?zneimd
鍛间鸡璐濆皵鏂伴椈缁煎悎,https://live.hrtonline.cn/hls/live001.m3u8?zneimd
鍛间鸡璐濆皵鏂伴椈缁煎悎,https://live.hrtonline.cn/flv/live/live001.flv?zneimd
鍛间鸡璐濆皵鏂囧寲鏃呮父,https://live.hrtonline.cn/flv/live/live002.flv?zneimd
鍛间鸡璐濆皵鐢熸椿璧勮,https://live.hrtonline.cn/hls/live003.m3u8?zneimd
鍛间鸡璐濆皵鐢熸椿璧勮,https://live.hrtonline.cn/flv/live/live003.flv?zneimd
宸村溅娣栧皵鏂伴椈缁煎悎,https://pili-live-hls-bynr.tianma3600.com/bynr/xwzh.m3u8?zneimd
宸村溅娣栧皵缁忔祹鐢熸椿,https://pili-live-hls-bynr.tianma3600.com/bynr/szcj.m3u8?zneimd
宸村溅娣栧皵褰卞ū涔�,https://pili-live-hls-bynr.tianma3600.com/bynr/ysyl.m3u8?zneimd
涔屽叞瀵熷竷鏂伴椈缁煎悎,http://pluslive.wrbtv.cn/xwzh/sd/live.m3u8?zneimd
涔屽叞瀵熷竷缁忔祹鐢熸椿,http://pluslive.wrbtv.cn/wrbtv1/sd/live.m3u8?zneimd
涔屽叞瀵熷竷鐢熸椿,http://pluslive.wrbtv.cn/wrbtv3/sd/live.m3u8?zneimd
杈捐寕缁煎悎,http://pili-live-hls.nmgapp12019.sobeylive.com/nmgapp12019/live164301116493025.m3u8?zneimd
浼婇噾闇嶆礇鏂伴椈,rtmp://cms-play.yjhlnews.cn/live/vedio?zneimd
搴撲鸡鏃楃數瑙嗗彴,http://pili-live-hls.nmgapp12019.sobeylive.com/nmgapp12019/live161942247484390.m3u8?zneimd
濂堟浖鏃楃數瑙嗗彴,http://pili-live-hls.nmgapp12019.sobeylive.com/nmgapp12019/live161888593025926.m3u8?zneimd
閯傛墭鍏嬫棗鐢佃鍙�,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8?zneimd
閯傛墭鍏嬪墠鏃楃數瑙嗗彴,http://livehqy.chinamcache.com/live/hqyzb01.m3u8?zneimd
閯傛俯鍏嬬數瑙嗗彴,http://pili-live-hls.nmgapp12019.sobeylive.com/nmgapp12019/live162700604855057.m3u8?zneimd

馃嚚馃嚦鈥㈡柊鐤�,#genre#
鏂扮枂,http://39.135.32.10:6610/000000001000/SD-4000k-576P-xinjiangstv/1.m3u8?IASHttpSessionId=OTT?zxinjd
鍏靛洟鍗,http://39.135.32.10:6610/000000001000/SD-4000k-576P-bingtuanstv/1.m3u8?IASHttpSessionId=OTT?zxinjd
涔岄瞾鏈ㄩ綈褰�,http://202.107.188.140:5002/utv3_hdgq.m3u8?token=guoziyun?zxinjd
涔岄瞾鏈ㄩ綈褰�,http://202.107.188.139:5002/utv3_hdgq.m3u8?token=guoziyun?zxinjd
涔岄瞾鏈ㄩ綈褰�,http://202.107.188.139:5002/utv3_hdcq.m3u8?token=guoziyun?zxinjd
涔岄瞾鏈ㄩ綈褰�,http://202.107.188.139:5002/utv3_hdbq.m3u8?token=guoziyun?zxinjd
鍏嬫媺鐜涗緷姹夎缁煎悎,https://klmyzb.rcsxzx.com/hls/klmy1.m3u8?zxinjd
鍏嬫媺鐜涗緷缁磋缁煎悎,https://klmyzb.rcsxzx.com/hls/klmy2.m3u8?zxinjd
鍏嬫媺鐜涗緷褰卞墽鍦�,https://klmyzb.rcsxzx.com/hls/klmy3.m3u8?zxinjd
鍏嬫媺鐜涗緷鐢熸椿濞变箰,https://klmyzb.rcsxzx.com/hls/klmy4.m3u8?zxinjd
鍏嬫媺鐜涗緷鏂伴椈,https://klmyzb.rcsxzx.com/hls/klmy5.m3u8?zxinjd
鍝堝瘑涓€濂�,http://stream.hmgbtv.com/hm1/hd/live.m3u8?zxinjd
鍝堝瘑浜屽,http://stream.hmgbtv.com/hm2/hd/live.m3u8?zxinjd
鍝堝瘑涓夊,http://stream.hmgbtv.com/hm3/hd/live.m3u8?zxinjd
浼婄妬姹夎缁煎悎,http://110.153.180.106:55555/out_1/index.m3u8?zxinjd
浼婄妬缁村惥灏�,http://110.153.180.106:55555/out_2/index.m3u8?zxinjd
浼婄妬鍝堣惃鍏�,http://110.153.180.106:55555/out_3/index.m3u8?zxinjd
浼婄妬缁忔祹娉曞埗,http://110.153.180.106:55555/out_4/index.m3u8?zxinjd
瑁曟皯姹夎,http://117.190.130.4:8081/out_1/index.m3u8?zxinjd
鍚夋湪钀ㄥ皵缁煎悎,http://218.31.201.189:9000/api/material/local/mnt/shiping1/prog_index.m3u8?zxinjd
鍏靛洟浜斿笀鍙屾渤褰�,https://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8?zxinjd
鍏靛洟涓冨笀鑳℃潹娌虫柊闂荤患鍚�,https://klmyzb.rcsxzx.com/hls/qishi1.m3u8?zxinjd
鍏靛洟鍏笀鐭虫渤瀛愭柊闂荤患鍚�,http://124.88.144.73:1935/live/xwzh/playlist.m3u8?zxinjd
鍏靛洟鍏笀鐭虫渤瀛愬奖鏂囦綋,http://124.88.144.73:1935/live/jjsh/playlist.m3u8?zxinjd
鍏靛洟鍏笀鐭虫渤瀛愬奖鏂囦綋,http://202.107.188.141:5002/shiheziyinshiwenti_hdgq.m3u8?token=guoziyun?zxinjd
鍏靛洟鍏笀鐭虫渤瀛愮粡娴庣敓娲�,http://124.88.144.73:1935/live/dywt/playlist.m3u8?zxinjd
鍏靛洟鍏笀鐭虫渤瀛愭暀鑲�,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8?zxinjd
濂庡悲姹夎缁煎悎,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd
濂庡悲鍝堣惃鍏嬭,http://218.84.12.186:8002/hls/main/playlist.m3u8?zxinjd
浼婂畞姹夎缁煎悎,http://222.81.61.37:9898/out_1/index.m3u8?zxinjd
浼婂畞缁村惥灏旇,http://222.81.61.37:9898/out_2/index.m3u8?zxinjd
闇嶅皵鏋滄柉缁煎悎,http://117.190.118.175:9090/stream1/m2e2000.m3u8?zxinjd
鐜涚撼鏂患鍚�,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd

馃嚚馃嚦鈥㈤潚娴�,#genre#
闈掓捣,http://39.135.32.10:6610/000000001000/SD-4000k-576P-qinghaistv/1.m3u8?IASHttpSessionId=OTT?zxinjd
瀹夊鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221226195/index.m3u8?zqinghd
鐜夋爲鏂伴椈,http://stream.ysbtv.net/1/sd/live.m3u8?zqinghd
娴峰崡宸炶棌璇�,http://live.hnzzzzzdst.com/channel1/sd/live.m3u8?zqinghd
娴疯タ宸炵患鍚�,http://stream.haixitv.cn/1/sd/live.m3u8?zqinghd
婀熸簮缁煎悎,http://livecdn.dmqhyadmin.com/hls/xjhuangyuan.m3u8?zqinghd
寰蜂护鍝堢患鍚�,http://livecdn.dmqhyadmin.com/hls/xjdelingha.m3u8?zqinghd
闂ㄦ簮缁煎悎,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8?zqinghd
绁佽繛缁煎悎,http://livecdn.dmqhyadmin.com/hls/xjqilian.m3u8?zqinghd
璐靛崡缁煎悎,http://livecdn.dmqhyadmin.com/hls/xjguinan.m3u8?zqinghd
鍖栭殕缁煎悎,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8?zqinghd
姘戝拰缁煎悎,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8?zqinghd

馃嚚馃嚦鈥㈠畞澶�,#genre#
瀹佸,http://39.135.32.10:6610/000000001000/SD-4000k-576P-ningxiastv/1.m3u8?IASHttpSessionId=OTT?zningxd
瀹佸鍏叡,http://livepgc.cmc.ningxiahuangheyun.com/pgc/041867befe3dde090202f620ade5b87c.m3u8?txSecret=39373ebcf0d57da2477968efb258e2b7&txTime=6235C9B6 {User-Agent@0151?zningxd}
瀹佸缁忔祹,http://livepgc.cmc.ningxiahuangheyun.com/pgc/10717759047cafd37fd87caa5883e9c2.m3u8?txSecret=6a3918f766d0ff625282376ffee72687&txTime=6235C9C1 {User-Agent@0151?zningxd}
閾跺窛鐢熸椿,http://www.ycen.com.cn/ycxw/sd/live.m3u8?zningxd
閾跺窛鍏叡,http://www.ycen.com.cn/ycgg/sd/live.m3u8?zningxd
閾跺窛鏂囦綋,http://www.ycen.com.cn/ycwt/sd/live.m3u8?zningxd
鍚村繝缁煎悎,http://live.kanwz.net/zhpd/sd/live.m3u8?zningxd

馃嚚馃嚦鈥㈡捣鍗�,#genre#
娴峰崡,http://39.135.32.10:6610/000000001000/lvyoustv/1.m3u8?IASHttpSessionId=OTT?zhaind
娴峰彛鏂伴椈,http://p2.weizan.cn/11763520/218605596729758130/live.m3u8
娴峰彛缁忔祹,http://p2.weizan.cn/11763520/862975416677893268/live.m3u8
娴峰彛鐢熸椿,http://p2.weizan.cn/11763520/437504960339513614/live.m3u8

馃嚚馃嚦鈥㈠悏鏋�,#genre#
鍚夋灄,http://39.135.32.10:6610/000000001000/jilinstv/1.m3u8?IASHttpSessionId=OTT?zjild
寤惰竟鍗,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8?zjild
寤惰竟鍗,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?zjild
鍚夋灄閮藉競,http://stream1.jlntv.cn/dspd/sd/live.m3u8?zjild
鍚夋灄鐢熸椿,http://stream1.jlntv.cn/shpd/sd/live.m3u8?zjild
鍚夋灄褰遍櫌,http://stream1.jlntv.cn/yspd/sd/live.m3u8?zjild
鍚夋灄涔℃潙,http://stream1.jlntv.cn/xcpd/sd/live.m3u8?zjild
鍚夋灄鍏叡,http://stream1.jlntv.cn/ggpd/sd/live.m3u8?zjild
鍚夋灄7棰戦亾,http://stream1.jlntv.cn/fzpd/sd/live.m3u8?zjild
涓滃寳鎴忔洸棰戦亾,http://stream1.jlntv.cn/dbxq/playlist.m3u8?_upt=b234e6c41620650518?zjild
寤惰竟-1,http://live.ybtvyun.com/video/s10016-af95004b6d1a/index.m3u8?zjild
寤惰竟-2,http://live.ybtvyun.com/video/s10006-04819ee234a7/index.m3u8?zjild
寤惰竟-2,http://live.cloud.yanews.cn/video/s10001-YATV-2/index.m3u8?zjild
寤惰竟鏈濋矞璇患鍚�,http://live.ybtvyun.com/video/s10006-b571c289a478/index.m3u8?zjild
寤惰竟鏈濋矞璇患鍚�,http://live.ybtvyun.com/video/s10016-19a16c47eb99/index.m3u8?zjild
寤惰竟姹夎缁煎悎,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8?zjild
鐧藉北鍏叡,http://stream8.jlntv.cn/baishan2/playlist.m3u8?zjild
闀跨櫧灞辩數瑙嗗彴,http://stream8.jlntv.cn/cbstv/sd/live.m3u8?zjild
涔濆彴缁煎悎,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
闀跨櫧鏂伴椈缁煎悎,http://player2.juyun.tv/tv/11347146.m3u8?zjild
闀跨櫧鏈濊,http://player2.juyun.tv/tv/11344136.m3u8?zjild
闈栧畤缁煎悎,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
鏁﹀寲涓€濂�,http://stream8.jlntv.cn/dhtv/playlist.m3u8?zjild
鐝叉槬鏂伴椈缁煎悎,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
榫欎簳缁煎悎,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
姊呮渤鍙ｇ患鍚�,http://stream4.jlntv.cn/mhk/sd/live.m3u8?zjild
妗︾敻缁煎悎,http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
纾愮煶缁煎悎,http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild
鑸掑叞鏂伴椈缁煎悎,http://stream8.jlntv.cn/shulan/sd/live.m3u8?zjild
涓滀赴缁煎悎,http://stream5.jlntv.cn/df/sd/live.m3u8?zjild
鍙岃窘缁煎悎,http://stream5.jlntv.cn/sl/sd/live.m3u8?zjild
杈夊崡鏂伴椈缁煎悎,http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild
鏌虫渤缁煎悎,http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild
閫氬寲鍘跨患鍚�,http://stream5.jlntv.cn/thx/sd/live.m3u8?zjild
姹竻缁煎悎,http://stream5.jlntv.cn/wq/sd/live.m3u8?zjild

馃嚚馃嚦鈥㈡渤鍖�,#genre#
娌冲寳,http://39.135.32.10:6610/000000001000/SD-4000k-576P-hebeistv/1.m3u8?IASHttpSessionId=OTT?zhebd
娌冲寳閮藉競,https://jwplay.hebyun.com.cn/live/hbdstv/1500k/tzwj_video.m3u8?zhebd
娌冲寳缁忔祹鐢熸椿,http://live2.plus.hebtv.com/jjshx/hd/live.m3u8?zhebd
娌冲寳褰卞墽,https://jwplay.hebyun.com.cn/live/hbystv/1500k/tzwj_video.m3u8?zhebd
娌冲寳鍐滄皯,https://jwplay.hebyun.com.cn/live/hbnmtv/1500k/tzwj_video.m3u8?zhebd
鐭冲搴勬柊闂荤患鍚�,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8?zhebd
鐭冲搴勫ū涔�,http://pluslive1.sjzntv.cn/yule/playlist.m3u8?zhebd
鐭冲搴勭敓娲�,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8?zhebd
鐭冲搴勯兘甯�,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8?zhebd
閭兏鍏叡棰戦亾,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8?zhebd
閭兏鍏叡棰戦亾,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
閭兏鍏叡棰戦亾,http://live.hd.hdbs.cn/video/s10001-2021hdgg/index.m3u8?zhebd
閭兏绉戞妧鏁欒偛,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8?zhebd
閭兏绉戞妧鏁欒偛,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8?zhebd
閭兏绉戞妧鏁欒偛,http://live.hd.hdbs.cn/video/s10001-2021hdkjjy/index.m3u8?zhebd
琛℃按鍏叡棰戦亾,http://hls.hsrtv.cn/hls/hstv2.m3u8?zhebd
琛℃按鍏叡棰戦亾,rtmp://hls.hsrtv.cn/hls/hstv2
閭㈠彴缁煎悎棰戦亾,https://jwplay.hebyun.com.cn/live/xttv/1500k/tzwj_video.m3u8?zhebd
楣挎硥涓€濂�,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8?zhebd
楣挎硥涓€濂�,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8?zhebd
璧靛幙鐢佃涓€濂�,http://hbzx.chinashadt.com:2036/zhibo/stream:zx1.stream_360p/playlist.m3u8?zhebd
鏄岄粠缁煎悎棰戦亾,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8?zhebd
鏄岄粠缁煎悎棰戦亾,https://jwliveqxzb.hebyun.com.cn/clzhpd/clzhpd.m3u8?zhebd
榛勯獏涓€濂�,http://hbhh.chinashadt.com:2111/live/hhtv.stream/playlist.m3u8?zhebd
榛勯獏浜屽,http://hbhh.chinashadt.com:2111/live/hhtv2.stream/playlist.m3u8?zhebd
榛勯獏褰�,http://hbhh.chinashadt.com:2111/live/hhys.stream/playlist.m3u8?zhebd
娑垮窞鏂伴椈棰戦亾,http://121.18.115.162:8082/live/ch3.m3u8?zhebd
娑垮窞鐢熸椿棰戦亾,http://121.18.115.162:8082/live/ch4.m3u8?zhebd

馃嚚馃嚦鈥㈠ぉ娲�,#genre#
澶╂触,http://39.135.32.24:6610/000000001000/1000000001000000831/1.m3u8?xtkg?ztianjd
瀹佹渤鏂伴椈,http://wshls.live.migucloud.com:80/live/RQXD0636_C0/playlist.m3u8?ztianjd
婊ㄦ捣鏂伴椈,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8?ztianjd
婊ㄦ捣缁艰壓,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8?ztianjd
婊ㄦ捣褰遍櫌,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8?ztianjd
娲ュ崡涓€濂�,http://play.jinnantv.top/live/JNTV1.m3u8?ztianjd
瑗块潚鏂伴椈缁煎悎,http://221.238.209.44:81/hls/live1.m3u8?ztianjd
姝︽竻缁煎悎,https://tvpull.smartwq.cn/wqlive/convergencemedia/playlist.m3u8?ztianjd

馃嚚馃嚦鈥㈣タ钘�,#genre#
瑗胯棌,http://39.135.32.10:6610/000000001000/xizangstv/1.m3u8?IASHttpSessionId=OTT?zxicd
钘忚,http://111.40.196.9/PLTV/88888888/224/3221225676/index.m3u8?zxicd
瑗胯棌褰辨枃鍖�,rtmp://113.62.170.99:1935/live/tvchannel2?zxicd

馃嚚馃嚦鈥㈤鏅�,#genre#
鐩存挱涓浗绮剧紪鐩存挱,http://gcksc.v.kcdnvip.com/gc/wgw05_1/index.m3u8
鐩存挱涓浗绮剧紪鐩存挱,http://gcbsc.v.live.baishancdnx.cn/gc/wgw05_1/index.m3u8
婀栧崡寮犲鐣屾按缁曞洓闂�,http://gcksc.v.kcdnvip.com/gc/zjjsrsm_1/index.m3u8
婀栧崡寮犲鐣屾按缁曞洓闂�,http://gcbsc.v.live.baishancdnx.cn/gc/zjjsrsm_1/index.m3u8
婀栧崡寮犲鐣屽皢鍐涘垪闃�,http://gcksc.v.kcdnvip.com/gc/zjjjjdl_1/index.m3u8
婀栧崡寮犲鐣屽皢鍐涘垪闃�,http://gcbsc.v.live.baishancdnx.cn/gc/zjjjjdl_1/index.m3u8
婀栧崡寮犲鐣岄樋鍑¤揪鎮诞灞�,http://gcksc.v.kcdnvip.com/gc/zjjafdxfs_1/index.m3u8
婀栧崡寮犲鐣岄樋鍑¤揪鎮诞灞�,http://gcbsc.v.live.baishancdnx.cn/gc/zjjafdxfs_1/index.m3u8
婀栧崡寮犲鐣岃糠榄傚彴,http://gcksc.v.kcdnvip.com/gc/zjjmht_1/index.m3u8
婀栧崡寮犲鐣岃糠榄傚彴,http://gccncc.v.wscdns.com/gc/zjjmht_1/index.m3u8
婀栧崡寮犲鐣岃糠榄傚彴,http://gcbsc.v.live.baishancdnx.cn/gc/zjjmht_1/index.m3u8
婀栧崡寮犲鐣屽疂宄版箹,http://gcksc.v.kcdnvip.com/gc/zjjbfh_1/index.m3u8
婀栧崡寮犲鐣屽疂宄版箹,http://gccncc.v.wscdns.com/gc/zjjbfh_1/index.m3u8
婀栧崡寮犲鐣屽疂宄版箹,http://gcbsc.v.live.baishancdnx.cn/gc/zjjbfh_1/index.m3u8
婀栧崡寮犲鐣屽尽绗斿嘲,http://gcksc.v.kcdnvip.com/gc/zjjybf_1/index.m3u8
婀栧崡寮犲鐣屽尽绗斿嘲,http://gcbsc.v.live.baishancdnx.cn/gc/zjjybf_1/index.m3u8
鍥涘窛宄ㄧ湁灞变簯娴锋棩鍑�,http://gcksc.v.kcdnvip.com/gc/emsarm_1/index.m3u8
鍥涘窛宄ㄧ湁灞变簯娴锋棩鍑�,http://gccncc.v.wscdns.com/gc/emsarm_1/index.m3u8
鍥涘窛宄ㄧ湁灞变簯娴锋棩鍑�,http://gcbsc.v.live.baishancdnx.cn/gc/emsarm_1/index.m3u8
鍥涘窛宄ㄧ湁灞辫繙鐪鸿础鍢庨洩灞�,http://gcksc.v.kcdnvip.com/gc/emsyh_1/index.m3u8
鍥涘窛宄ㄧ湁灞辫繙鐪鸿础鍢庨洩灞�,http://gcbsc.v.live.baishancdnx.cn/gc/emsyh_1/index.m3u8
鍥涘窛宄ㄧ湁灞辨櫘璐よ彥钀ㄩ摐鍍�,http://gcksc.v.kcdnvip.com/gc/emspxps_1/index.m3u8
鍥涘窛宄ㄧ湁灞辨櫘璐よ彥钀ㄩ摐鍍�,http://gccncc.v.wscdns.com/gc/emspxps_1/index.m3u8
鍥涘窛宄ㄧ湁灞辨櫘璐よ彥钀ㄩ摐鍍�,http://gcbsc.v.live.baishancdnx.cn/gc/emspxps_1/index.m3u8
鍥涘窛宄ㄧ湁灞辫繙鐪轰竾浣涢《,http://gcksc.v.kcdnvip.com/gc/emswfs_1/index.m3u8
鍥涘窛宄ㄧ湁灞辫繙鐪轰竾浣涢《,http://gcbsc.v.live.baishancdnx.cn/gc/emswfs_1/index.m3u8
娴欐睙鏉窞浜戞爾灏忛晣,http://gcksc.v.kcdnvip.com/gc/wygjt2_1/index.m3u8
娴欐睙鏉窞浜戞爾灏忛晣,http://gccncc.v.wscdns.com/gc/wygjt2_1/index.m3u8
娴欐睙鏉窞浜戞爾灏忛晣,http://gcbsc.v.live.baishancdnx.cn/gc/wygjt2_1/index.m3u8
閲嶅簡鐭虫煴鍗庢邯鏉�,http://gcksc.v.kcdnvip.com/gc/jsh02_1/index.m3u8
閲嶅簡鐭虫煴鍗庢邯鏉�,http://gccncc.v.wscdns.com/gc/jsh02_1/index.m3u8
閲嶅簡鐭虫煴鍗庢邯鏉�,http://gcbsc.v.live.baishancdnx.cn/gc/jsh02_1/index.m3u8
姹熻タ浜曞唸灞辩灞辨潙,http://gcksc.v.kcdnvip.com/gc/wysyxdhp_1/index.m3u8
姹熻タ浜曞唸灞辩灞辨潙,http://gcbsc.v.live.baishancdnx.cn/gc/wysyxdhp_1/index.m3u8
瀹夊窘閲戝澶ф咕鏉�,http://gcksc.v.kcdnvip.com/gc/szgk01_1/index.m3u8
瀹夊窘閲戝澶ф咕鏉�,http://gcbsc.v.live.baishancdnx.cn/gc/szgk01_1/index.m3u8
灞辫タ鑻涘矚瀹嬪娌熸柊鏉�,http://gcksc.v.kcdnvip.com/gc/wysdhpcy_1/index.m3u8
灞辫タ鑻涘矚瀹嬪娌熸柊鏉�,http://gcbsc.v.live.baishancdnx.cn/gc/wysdhpcy_1/index.m3u8
娌冲寳寮犲寳寰疯儨鏉�,http://gcksc.v.kcdnvip.com/gc/pygc01_1/index.m3u8
娌冲寳寮犲寳寰疯儨鏉�,http://gccncc.v.wscdns.com/gc/pygc01_1/index.m3u8
娌冲寳寮犲寳寰疯儨鏉�,http://gcbsc.v.live.baishancdnx.cn/gc/pygc01_1/index.m3u8
鏂扮枂澶╁北(娴疯タ骞冲彴),http://gcksc.v.kcdnvip.com/gc/xjtchxpt_1/index.m3u8
鏂扮枂澶╁北(瀹氭捣绁為拡),http://gcksc.v.kcdnvip.com/gc/xjtcdhsz_1/index.m3u8
鏂扮枂澶╁北(瀹氭捣绁為拡),http://gctxyc.liveplay.myqcloud.com/gc/xjtcdhsz_1/index.m3u8
鏂扮枂澶╁北(椹墮灞�),http://gcksc.v.kcdnvip.com/gc/xjtcmys_1/index.m3u8
